cosmic/fs/find.tl	258	return
cosmic/fs/find.tl	264	return
cosmic/fs/find.tl	270	argument
cosmic/fs/find.tl	273	argument
cosmic/fs/find.tl	275	return
cosmic/fs/find.tl	278	return
cosmic/fs/find.tl	281	operand
cosmic/fs/find.tl	316	argument
cosmic/fs/find.tl	317	argument
cosmic/fs/find.tl	317	argument
cosmic/fs/init_test.tl	246	index-key
cosmic/fs/init_test.tl	338	operand
cosmic/fs/ops_test.tl	157	argument
cosmic/fs/path.tl	28	return
cosmic/fs/path.tl	201	return
cosmic/fs/path.tl	247	assignment
cosmic/fs/path.tl	258	operand
cosmic/fs/path.tl	259	assignment
cosmic/fs/path.tl	415	return
cosmic/fs/path_test.tl	216	argument
cosmic/fs/path_test.tl	347	operand
cosmic/fs/path_test.tl	347	operand
cosmic/fs/path_test.tl	353	operand
cosmic/fs/path_test.tl	353	operand
cosmic/fs/path_test.tl	365	operand
cosmic/fs/traps_test.tl	171	argument
cosmic/fs/traps_test.tl	192	index-key
cosmic/fs/tree.tl	28	argument
cosmic/fs/tree.tl	29	argument
cosmic/fs/tree.tl	30	argument
cosmic/fs/tree.tl	33	operand
cosmic/fs/tree.tl	37	argument
cosmic/fs/tree.tl	40	operand
cosmic/fs/tree.tl	45	argument
cosmic/fs/tree.tl	48	operand
cosmic/fs/tree.tl	50	argument
cosmic/fs/tree.tl	53	operand
cosmic/fs/tree.tl	56	argument
cosmic/fs/tree.tl	62	argument
cosmic/fs/walk.tl	72	argument
cosmic/fs/walk.tl	75	argument
cosmic/fs/walk.tl	79	assignment
cosmic/fs/walk.tl	82	table-field
cosmic/fs/walk.tl	82	table-field
cosmic/fs/walk.tl	91	argument
cosmic/fs/walk.tl	97	operand
cosmic/fs/walk_example.tl	84	argument
cosmic/fs/walk_test.tl	91	assignment
cosmic/fs/walk_test.tl	426	argument
cosmic/hash.tl	107	return
cosmic/hash_test.tl	187	argument
cosmic/hash_test.tl	197	argument
cosmic/hash_test.tl	197	operand
cosmic/instrument.tl	73	table-field
cosmic/instrument.tl	115	operand
cosmic/json.tl	91	assignment
cosmic/json.tl	100	assignment
cosmic/json.tl	102	return
cosmic/json_test.tl	82	operand
cosmic/json_test.tl	88	operand
cosmic/json_test.tl	103	argument
cosmic/literal.tl	225	assignment
cosmic/log.tl	122	table-item
cosmic/net/connect.tl	81	argument
cosmic/net/connect_test.tl	107	argument
cosmic/net/connect_test.tl	144	argument
cosmic/net/connect_test.tl	259	argument
cosmic/net/connect_test.tl	429	assignment
cosmic/net/init_test.tl	131	argument
cosmic/net/init_test.tl	388	argument
cosmic/net/init_test.tl	431	argument
cosmic/net/io_test.tl	111	assignment
cosmic/poll.tl	146	assignment
cosmic/proc/init.tl	45	return
cosmic/proc/init.tl	178	return
cosmic/proc_test.tl	77	operand
cosmic/proc_test.tl	232	operand
cosmic/proc_test.tl	233	operand
cosmic/proc_test.tl	247	argument
cosmic/quicksand/box/run.tl	198	table-field
cosmic/quicksand/box/run.tl	241	argument
cosmic/quicksand/box/run.tl	317	argument
cosmic/quicksand/caps_test.tl	60	operand
cosmic/quicksand/caps_test.tl	63	operand
cosmic/quicksand/caps_test.tl	63	operand
cosmic/quicksand/proxy.tl	58	operand
cosmic/quicksand/proxy/http.tl	286	argument
cosmic/quicksand/proxy/serve.tl	76	argument
cosmic/quicksand/proxy/serve.tl	151	declaration
cosmic/quicksand/proxy/serve.tl	289	table-field
cosmic/quicksand/proxy/serve_test.tl	189	assignment
cosmic/quicksand/proxy/serve_test.tl	193	argument
cosmic/quicksand/proxy_test.tl	26	operand
cosmic/rand.tl	34	return
cosmic/re.tl	288	argument
cosmic/script_test.tl	15	argument
cosmic/script_test.tl	195	argument
cosmic/script_test.tl	273	argument
cosmic/searcher.tl	443	assignment
cosmic/shm.tl	234	operand
cosmic/signal_example.tl	24	argument
cosmic/signal_test.tl	107	argument
cosmic/signal_test.tl	180	argument
cosmic/sqlite/init.tl	430	return
cosmic/sse_test.tl	93	argument
cosmic/stream_example.tl	20	assignment
cosmic/stream_test.tl	31	assignment
cosmic/stream_test.tl	64	operand
cosmic/stream_test.tl	119	operand
cosmic/stream_test.tl	127	return
cosmic/surface_test.tl	26	argument
cosmic/surface_test.tl	29	operand
cosmic/surface_test.tl	30	operand
cosmic/sys.tl	56	or-expected
cosmic/teal_test.tl	447	argument
cosmic/teal_test.tl	462	argument
cosmic/teal_test.tl	468	argument
cosmic/time.tl	35	return
cosmic/time.tl	44	return
cosmic/time.tl	53	operand
cosmic/time.tl	61	operand
cosmic/time.tl	71	operand
cosmic/time.tl	92	operand
cosmic/time.tl	92	operand
cosmic/time_parse_test.tl	79	operand
cosmic/time_parse_test.tl	85	operand
cosmic/time_parse_test.tl	92	operand
cosmic/time_parse_test.tl	149	argument
cosmic/time_parse_test.tl	151	operand
cosmic/time_parse_test.tl	159	operand
cosmic/time_parse_test.tl	165	operand
cosmic/time_parse_test.tl	172	operand
cosmic/time_parse_test.tl	272	argument
cosmic/time_parse_test.tl	274	operand
cosmic/time_parse_test.tl	280	argument
cosmic/time_parse_test.tl	281	operand
cosmic/tty.tl	113	return
cosmic/tty_pty_test.tl	241	argument
cosmic/tty_pty_test.tl	247	argument
cosmic/tty_pty_test.tl	248	argument
cosmic/tty_pty_test.tl	256	argument
cosmic/tty_pty_test.tl	267	operand
cosmic/tty_pty_test.tl	293	argument
cosmic/tty_pty_test.tl	299	argument
cosmic/tty_pty_test.tl	300	argument
cosmic/tty_pty_test.tl	308	argument
cosmic/zip.tl	257	assignment
cosmic/zip.tl	259	assignment
